id;orgao;objeto_licitacao;percentual;confianca;total_itens;itens_compativeis;principais_matches
1136123500012520269;MUNICIPIO DE PARNAMIRIM;REGISTRO DE PREÇOS PARA EVENTUAL CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE VEÍCULOS AUTOMOTORES NOVOS (0 KM), DESTINADOS AO FORTALECIMENTO E À AMPLIAÇÃO DAS AÇÕES E SERVIÇOS DA SECRETARIA MUNICIPAL DE ;55.36;MEDIA;3;2;ALCOOL 70% 100 ML ALMOTOLIA... (52%)|ALCOOL 70% 100 ML ALMOTOLIA... (52%)
079546050001602026186;MUNICIPIO DE FORTALEZA;AQUISIÇÕES DE MMH - AGULHA ISOLADA PARA BLOQUEIO NERVOSO PARA ANESTESIA DE PLEXO;57.09;MEDIA;2;2;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
079546050001602026184;MUNICIPIO DE FORTALEZA;AQUISIÇÕES DE MMH - AGULHA PUNÇÃO, PAPEL PARA ULTRASSOM E OUTROS INSUMOS;51.9;MEDIA;8;2;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
079546050001602026185;MUNICIPIO DE FORTALEZA;AQUISIÇÕES DE MEDICAMENTOS - CLINDAMICINA E OUTROS INJETÁVEIS;71.54;ALTA;6;4;CLINDAMICINA 300 MG CX/ 16 CAP... (72%)|CLINDAMICINA 300 MG CX/ 16 CAP... (72%)|ENOXAPARINA 40MG C/10 SERI (I)... (72%)|PROMETAZINA 25 MG CX/200 COMP... (52%)
46634184000142202627;MUNICIPIO DE CERQUEIRA CESAR;Registro de preços para eventual aquisição de medicamentos;87.41;ALTA;25;24;ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ALOPURINOL 300MG CX/500 CPR (G... (82%)|ALOPURINOL 300MG CX/500 CPR (G... (82%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)
08742264000122202613;MUNICIPIO DE QUEIMADAS;[Portal de Compras Públicas] - AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS;81.87;ALTA;95;89;ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (50%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (50%)|BROMAZEPAM 6MG CX/30 CPR *(B-1... (82%)
0874952500013620264;MUNICIPIO DE TAPEROA;[Portal de Compras Públicas] - AQUISIÇÃO DE MATERIAIS MÉDICOS HOSPITALARES DESTINADOS AS DEMANDAS DA SECRETARIA DE SAÚDE DO MUNICÍPIO;60.8;MEDIA;161;57;AGUA OXIGENADA 10 VOL 100 ML... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)
13676788000100202647;MUNICIPIO DE CACULE;Registro de Preços para aquisição parcelada e complementar de medicamentos anti-hipertensivos e cardiovasculares, em atendimento às necessidades da Secretaria Municipal de Saúde, conforme condições, q;0.0;INCOMPATIVEL;1;0;
08348971000139202619;MUNICIPIO DE MOSSORO;[Portal de Compras Públicas] - O objeto da presente licitação é a contratação de empresa especializada para fornecimento de tintas de demarcação viária, tíner e microesferas de vidro, para implantação;0.0;INCOMPATIVEL;5;0;
46522967000134202628;MUNICIPIO DE RIBEIRAO PIRES;REGISTRO DE PREÇOS PARA FORNECIMENTO DE MEDICAMENTOS HEMATOPOIETICO;82.4;ALTA;16;15;ATORVASTATINA 10MG CX/30 CPRS ... (82%)|DIMENID+CLOR.PIRIDOXINA FR20MM... (64%)|GLICOSE 25 %  10 ML CX C/200... (82%)|DIMENID+CLOR.PIRIDOXINA FR20MM... (64%)|ONDANSETRONA 4MG CX/100 AMP 2M... (82%)
0921892500018820265;FUNDO MUNICIPAL DE SAUDE;"[LICITANET] - REGISTRO DE PREÇO PARA CONTRATAÇÃO FUTURA E EVENTUAL DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DOS SERVIÇOS DE CIRURGIA DE CATARATA COM IMPLANTE DE LENTE INTRAOCULAR (FACOEMULSIFICAÇÃO); E T";0.0;INCOMPATIVEL;2;0;
142173270001242025265;MUNICIPIO DE PAULO AFONSO;CÓD. DO ITEM: 65.02.43.00000184-8, MARCA: FARMACE, GLICOSE 500MG/ML (50%), SOLUÇÃO INJETÁVEL, AMPOLA COM 10ML (RP MUNCÍPIOS). A EMBALAGEM DEVE APRESENTAR A FRASE: VENDA PROIBIDA PELO COMÉRCIO. O FORNE;57.09;MEDIA;1;1;GLICOSE 25 %  10 ML CX C/200... (52%)
129984580001602026102;FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DOS CAMPOS;AQUISICAO DE MEDICAMENTO LEVODOPA 100 MG + BENSERAZIDA 25 MG.;68.62;MEDIA;1;1;LEVODOPA+CARBIDOPA 250MG+25MG ... (62%)
18449132000160202610;MUNICIPIO DE FRUTAL;[LICITANET] - Registro de preço para a aquisição de medicamentos de uso animal em atendimento ao Centro de Zoonoses do Município de Frutal/MG, cujas especificações dos objetos obedecem às especificaçõ;63.17;MEDIA;65;15;METRONIDAZOL 0,5% INJ C/60 BOL... (52%)|DEXAMETASONA 2 MG AMP.1ML CX/1... (72%)|AMOXICILINA 250MG 60ML HOSP C/... (75%)|QUETIAPINA 25 MG *(C-1) C/200 ... (76%)|SULFADIAZINA PRATA 10MG PT 400... (52%)
142173270001242025267;MUNICIPIO DE PAULO AFONSO;Cód. do Item: 65.02.43.0000032-9, Marca: BRAINFARMA, und. 30, quantidade 150.000,00, preço unitário 0,500, preço total 7.500,00, prz entrega 30, ANLODIPINO, besilato, 10mg, comprimido. A embalagem dev;57.09;MEDIA;1;1;ANLODIPINO 10MG C/30 CPR (G)... (52%)
142173270001242025268;MUNICIPIO DE PAULO AFONSO;CÓD. DO ITEM: 65.02.43.00000025-6, MARCA: GEOLAB, UND.50, QUANTIDADE 250.000,00, PREÇO UNITÁRIO 0,0300, PREÇO TOTAL 7.500,00, PRZ ENTREGA 30,  APRESENTAR BULA, REGISTRO DO PRODUTO NA ANVISA E CERTIFIC;0.0;INCOMPATIVEL;1;0;
07954480000179202525904;ESTADO DO CEARA;REGISTRO DE PREÇO - MEDICAMENTO;66.14;MEDIA;7;5;ANLODIPINO 10MG C/30 CPR (G)... (52%)|CLONAZEPAM 0,5 MG C/480 CPR ZI... (71%)|ISOSSORBIDA 10MG/ML C/50 AMP 1... (52%)|ROSUVASTATINA CALCICA 10MG C/3... (82%)|METFORMINA 500MG C/30 CPR (G)... (52%)
16781346000104202624;MUNICIPIO DE PIUMHI;[LICITANET] - Aquisição futura e parcelada de medicamentos judiciais em atendimento às necessidades da Secretaria Municipal de Saúde desta Prefeitura.;72.56;ALTA;131;75;ACIDO URSODESOXICOLICO 300MG C... (82%)|ACIDO URSODESOXICOLICO 300MG C... (82%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)
07954480000179202525905;ESTADO DO CEARA;REGISTRO DE PREÇO - MEDICAMENTO;70.68;ALTA;13;9;CITALOPRAM 20MG *(C1) C/300 CP... (52%)|CLONAZEPAM 0,5 MG C/480 CPR ZI... (71%)|CLONIDINA 150 MCG/ML 1ML C/25 ... (52%)|CLOR.DE POTASSIO 10%  10ML CX ... (81%)|CLOR.DE SODIO 0,9% 10 ML CX/20... (81%)
1160783600017520266;FUNDO MUNICIPAL DE SAUDE DE AMARAJI;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO PARCELADA DE MEDICAMENTOS INJETÁVEIS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE DE AMARAJI/PE;82.42;ALTA;72;56;ACIDO TRANEXAMICO 250MG C/100 ... (82%)|ADENOSINA 3MG/ML 2ML IV C/5 AM... (82%)|AGUA BI-DESTILADA SIST. FECH 2... (51%)|AGUA PARA INJEÇÃO 10 ML  AMP. ... (78%)|AMINOFILINA 240 MG 10ML C/100 ... (82%)
08919425000100202618;MUNICIPIO DE SOLEDADE;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MEDICAMENTOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE - SMS;82.94;ALTA;475;399;ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)
1855808000016020269;MUNICIPIO DE ROCHEDO DE MINAS;"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS CONFORME ""REMUME"" PARA ABASTECIMENTO DA FÁRMACIA PÚBLICA MUNICIPAL.";83.94;ALTA;441;370;ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACEBROFILINA 5MG/ML XPE INF 12... (82%)|BACLOFENO 10 MG CX/20 CPR... (72%)|DIPIRONA 1GR  CXC/100 AMP.2 ML... (82%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (72%)
271655540001032025572;MUNICIPIO DE VILA VELHA;Registro de preços para Aquisição de medicamentos.;73.47;ALTA;9;9;ALBENDAZOL 4% CX/60 FR 10ML AL... (82%)|BUPROPIONA 150MG *(C-1) CX/30 ... (52%)|GLICLAZIDA 30MG C/500 CPR (I) ... (82%)|OMEPRAZOL 20 MG FRASCO C/56 CA... (82%)|DEXTRANA+HIPROMELOSE 0,1+0,3 M... (55%)
18296681000142202627;MUNICIPIO DE POMPEU; Registro de Preços para eventual aquisição de materiais veterinários, insumos, medicamentos e demais produtos correlatos, destinados ao atendimento das demandas dos serviços de saúde animal do Municí;61.6;MEDIA;83;6;SIMETICONA/DIMETICONA 40MG C/5... (50%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (71%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (70%)|DIPIRONA 1GR  CXC/100 AMP.2 ML... (52%)|ESTRIOL 1MG/G BIS 50G C/1 APL ... (50%)
142173270001242025274;MUNICIPIO DE PAULO AFONSO;1 ITEM, ESPECIFICAÇÃO DO FORNECIMENTO Cód. do Item: 65.02.43.00000023-0, Marca: EMS, Un 60, QUANTIDADE 100.000,00, PREÇO UNITÁRIO 0,0400, PREÇO TOTAL 4.000,00, PRZ. ENTREGA 30, ATENOLOL 50mg, comprimi;57.09;MEDIA;1;1;ATENOLOL 25MG CX/60 CPR (G)... (52%)
08788903000190202615;MUNICIPIO DE PILOEZINHOS;[Portal de Compras Públicas] - Contratação de empresa do ramo pertinente para Aquisição de medicamentos psicotrópico destinados a Secretaria Municipal de Saúde de Pilõezinhos - PB;79.71;ALTA;52;51;ACIDO VALPROICO 250 MG CX/25 C... (82%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)
1118641000019520263;FUNDO MUNICIPAL DE SAUDE DE BELTERRA;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS DESTINADOS À FARMÁCIA BÁSICA PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.;81.53;ALTA;139;123;HIDROCORTISONA 100MG C/50 F/A ... (71%)|HIDROCORTISONA 100MG C/50 F/A ... (71%)|DEXAMETASONA 2 MG AMP.1ML CX/1... (52%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)
01612771000100202620;MUNICIPIO DE SERTAOZINHO;Aquisição de materiais odontológicos diversos, de forma parcelada mediante necessidade das equipes de saúde bucal da família e do serviço especializado de saúde bucal, para atender a população do muni;57.53;MEDIA;187;26;ACIDO FOLICO 0,2MG/ML 30ML... (75%)|AGUA BI-DESTILADA SIST. FECH 2... (70%)|AGUA OXIGENADA 10 VOL 100 ML... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1130882300010320265;FUNDO MUNICIPAL DE SAUDE - FMS;[LICITANET] - AQUISIÇÃO DE ÓCULOS DE GRAU DESTINADOS A ATENDER PESSOAS CARENTES COM PROBLEMAS OFTALMOLÓGICOS RESIDENTES NO MUNICÍPIO DE AFOGADOS DA INGAZEIRA, MEDIANTE REQUISIÇÕES ORIUNDAS DO SISTEMA ;0.0;INCOMPATIVEL;1;0;
142173270001242025278;MUNICIPIO DE PAULO AFONSO;"Cód. do Item: 65.02.43.00000133-3 Marca: PRATI DONADUZZI Un 600
METRONIDAZOL, 250mg,  comprimido (RP MUNICÍPIOS). A embalagem deve apresentar a frase: venda proibida pelo comércio. O fornecedor deve ";57.09;MEDIA;1;1;METRONIDAZOL 0,5% INJ C/60 BOL... (52%)
142173270001242025277;MUNICIPIO DE PAULO AFONSO;1 ITEM, ESPECIFICAÇÃO DO FORNECIMENTO Cód. do Item: 65.02.43.00000022-1, Marca: RAMBAXY, Un 500, QUANTIDADE 15.000,00, PREÇO UNITÁRIO 0,3100, PREÇO TOTAL 4.650,00, PRZ. ENTREGA 30, AMIODARONA, comprim;57.09;MEDIA;1;1;AMIODARONA  50MG/ML 3ML C/100 ... (52%)
014095800001382026284;ESTADO DE GOIAS;A solicitação refere-se à necessidade de aquisição de produtos medicamentos e /ou produtos para saúde , que foram concedidos nas apresentações e concentrações registradas na ANVISA prescritas nos rece;73.6;ALTA;20;9;ALFAST 0,544 MG/ML 5ML (A-1) C... (52%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (72%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (71%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (71%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (71%)
142173270001242025280;MUNICIPIO DE PAULO AFONSO;1 ITEM, ESPECIFICAÇÃO DO FORNECIMENTO Cód. do Item: 65.02.43.00000028-0, Marca: PRATI-DONADUZZI, Un 100, QUANTIDADE 5.000,00, PREÇO UNITÁRIO 0,4400, PREÇO TOTAL 2.200,00, PRZ. ENTREGA 30, ALBENDAZOL 4;57.09;MEDIA;1;1;ALBENDAZOL 4% CX/60 FR 10ML AL... (52%)
1034746600011120264;MUNICIPIO DE FLORES;[Portal de Compras Públicas] - Aquisição parcelada de Medicamentos Injetáveis destinados ao Hospital Municipal Genésio Francisco Xavier e USFs deste Município de Flores/PE.;77.23;ALTA;147;116;ADENOSINA 3MG/ML 2ML IV C/5 AM... (82%)|AMINOFILINA 240 MG 10ML C/100 ... (82%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (52%)|AMPICILINA 1G CX C/100  F/A CI... (72%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (72%)
466941390001832026110;MUNICIPIO DE JACAREI;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FORNECIMENTO DE MEDICAMENTOS - GRUPO 01.;79.37;ALTA;22;20;AMIODARONA  50MG/ML 3ML C/100 ... (52%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)|CARBON CALCIO 500 MG+COLECALI ... (79%)|CARBON CALCIO 500 MG+COLECALI ... (79%)
17747940000141202625;MUNICIPIO DE ARACITABA;AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO CUMPRIMENTO DE MANDADOS JUDICIAIS.;70.22;ALTA;201;39;ACIDO FOLINICO 15MG CX/500 CPR... (71%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (50%)|AAS 100 MG INF C/500 CPR... (50%)|BACLOFENO 10 MG CX/20 CPR... (80%)
2078281300019820263;CONSORCIO PUBLICO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTAVEL DO ALTO PARANAIBA - CISPAR;REGISTRO DE PREÇOS PARA AQUISIÇÃO EVENTUAL, FUTURA E PARCELADA DE MEDICAMENTOS, EQUIPAMENTOS, MATERIAL MÉDICO HOSPITALAR E ODONTOLÓGICO;0.0;INCOMPATIVEL;2;0;
179555350001192025441;MUNICIPIO DE TRES CORACOES;AQUISIÇÃO DE MEDICAMENTOS VETERINÁRIOS PARA ATENDER AS DEMANDAS DA SECRETARIA DE MEIO AMBIENTE E DEFESA ANIMAL DA PREFEITURA DE TRÊS CORAÇÕES.;82.4;ALTA;4;2;ALFAST 0,544 MG/ML 5ML (A-1) C... (74%)|ATROPINA 0,25% CX/100  1ML... (82%)
18241372000175202647;MUNICIPIO DE MONTE SANTO DE MINAS;REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MEDICAMENTOS E MASCARA FACIAL PARA ATENDIMENTO DAS DEMANDAS DA FARMÁCIA MUNICIPAL EM CUMPRIMENTO DE PROCESSOS JUDICIAIS, NAS QUANTIDADES E EXI;76.03;ALTA;32;10;TOPIRAMATO 100MG C/60 CPR *(C-... (52%)|ESCITALOPRAM 20MG/ML 15ML (G)... (82%)|LAMOTRIGINA 100MG CX C/30CPR *... (82%)|QUETIAPINA 25 MG *(C-1) C/200 ... (82%)|PANTOPRAZOL 20 MG CX/28 CPR (G... (82%)
0631443900017520267;MUNICIPIO DE DUQUE BACELAR;Contratação de empresa para futura e eventual fornecimento de Material Odontológico, destinados à Secretaria Municipal de Saúde de Duque Bacelar-Ma, conforme condições, quantidades e exigências estabe;61.76;MEDIA;211;21;ACIDO FOLICO 0,2MG/ML 30ML... (70%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
11323077000119202612;FUNDO MUNICIPAL DE SAUDE;REGISTRO DE PREÇOS VISANDO A REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAIS MEDICOS HOSPITALARES DESTINADOS A ATENDER AS NECESSIDADES DO FUNDO MUNICIPAL DE SAUDE DE SALGADO-SE, PARA ;59.55;MEDIA;359;53;AGUA BI-DESTILADA SIST. FECH 2... (51%)|AGUA OXIGENADA 10 VOL 100 ML... (74%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
11323077000119202611;FUNDO MUNICIPAL DE SAUDE;REGISTRO DE PREÇOS VISANDO A FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS DESTINADOS A ATENDER AS NECESSIDADES DA REDE MUNICIPAL DE SAUDE DE SALGADO-SE, DE ACORDO COM ESPECIFICAÇÕES CONTIDAS NO EDITAL ;80.91;ALTA;324;287;ACICLOVIR 200 MG CX/30 CPR (G)... (72%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)
22678874000135202638;MUNICIPIO DE MONTES CLAROS;REGISTRO DE PRECO PARA FUTURA E EVENTUAL AQUISICAO DE AGUA BIDESTILADA  SORO FISIOLOGICO E SORO GLICOSADO  PARA ATENDER A DEMANDA DA SECRETARIA DE SAUDE DO MUNICIPIO DE MONTES CLAROS MG.;56.44;MEDIA;8;7;CLOR.DE SODIO 0,9% 10 ML CX/20... (52%)|CLOR.DE SODIO 0,9% 10 ML CX/20... (52%)|CLOR.DE SODIO 0,9% 10 ML CX/20... (52%)|GLICOSE 25 %  10 ML CX C/200... (52%)|CLOR.DE SODIO 0,9% 10 ML CX/20... (52%)
06021810000100202611;MUNICIPIO DE LAGO DA PEDRA;[LICITANET] - REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MEDICAMENTOS PSICOTRÓPICOS DE INTERESSE DA SECRETARIA MUNICIPAL DE SAÚDE DE LAGO DA PEDRA - MA.;85.9;ALTA;31;31;CLORPROMAZINA 4% GTS 20ML (C1 ... (82%)|BROMAZEPAM 6MG CX/30 CPR *(B-1... (82%)|BROMAZEPAM 6MG CX/30 CPR *(B-1... (78%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)|CARBAMAZEPINA 400 MG C/200CPR ... (82%)
08449571000110202645;MUNICIPIO DE SENADOR ELOI DE SOUZA;[Portal de Compras Públicas] - Registro de preços para futura e eventual aquisição, com fornecimento de forma continuada e entregas parceladas, de medicamentos injetáveis, destinados ao atendimento da;85.84;ALTA;114;95;ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACIDO FOLICO 0,2MG/ML 30ML... (70%)|ACIDO TRANEXAMICO 250MG C/100 ... (82%)|ADENOSINA 3MG/ML 2ML IV C/5 AM... (82%)|ADRENALINA 1 MG 1ML CX/100 ADR... (82%)
25107525000151202649;MUNICIPIO DE SENADOR CANEDO;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS BÁSICOS PARA ATENDER AS NECESSIDADES DA REDE DE SAÚDE DO MUNICÍPIO DE SENADOR CANEDO.;78.24;ALTA;377;328;ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)
14706049000179202610;FUNDACAO HOSPITALAR DE JANAUBA;[Portal de Compras Públicas] - FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS ANTINEOPLASICOS E MATERIAIS MÉDICO-HOSPITALAR PARA ATENDER AS NECESSIDADES DA CLÍNICA ONCOLÓGICA DA FUNDAÇÃO HOSPITALAR DE JA;71.03;ALTA;68;22;ABIRATERONA 250MG C/120 CPR (G... (82%)|ACIDO FOLINICO 15MG CX/500 CPR... (72%)|ANASTROZOL 1MG C/28 CPR... (78%)|CAPECITABINA 500MG C/120 CPR (... (72%)|CARBOPLATINA 450MG/ML F/A... (72%)
4866429600017120262;MUNICIPIO DE PRADOPOLIS;REGISTRO DE PREÇOS DESTINADO À AQUISIÇÃO DE MEDICAMENTOS CONSTANTES NA TABELA CMED PARA UTILIZAÇÃO NOS DEPARTAMENTOS DE SAÚDE DO MUNICÍPIO DE PRADÓPOLIS.;0.0;INCOMPATIVEL;6;0;
18677625000158202627;MUNICIPIO DE ITAPEVA;[Portal de Compras Públicas] - Registro de preços pelo prazo de 12 (doze) meses, para eventual e futura aquisição medicamentos para atender necessidades da Secretaria de Saúde;84.33;ALTA;235;225;ACEBROFILINA XPE ADU. 10MG/ML ... (79%)|ACEBROFILINA XPE ADU. 10MG/ML ... (78%)|SIMETICONA/DIMETICONA 40MG C/5... (76%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)
1028005500015620261;MUNICIPIO DE SAO JOSE DO BELMONTE;Aquisição de ambulâncias para a  prestação de serviços de saúde emergencial da Prefeitura Municipal de São José do Belmonte.;54.49;MEDIA;4;2;ALCOOL 70% 100 ML ALMOTOLIA... (52%)|ALCOOL 70% 100 ML ALMOTOLIA... (52%)
13937032000160202629;ESTADO DA BAHIA;Aquisição de equipamento médico-hospitalar  (CADEIRA DE RODAS PARA BANHO), para compor o sistema de registro de preço.;0.0;INCOMPATIVEL;1;0;
100915360001132025241;MUNICIPIO DE CARUARU;FORNECIMENTO CONTÍNUO DE GÁS BUTANO (GLP, LIQUEFEITO DE PETRÓLEO) P-13 E P-45 E CILINDROS PARA GÁS (GLP, LIQUEFEITO DE PETRÓLEO) P-13 E P-45, destinado ao atendimento das necessidades administrativas,;0.0;INCOMPATIVEL;7;0;
6074731800016220251937;INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL;Acetilcisteina 100 mg/ml (10%) inj. Ampola 3 ml;90.75;ALTA;1;1;ACETILCISTEINA 10% C/5AMP 3ML ... (82%)
6074731800016220251936;INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL;Lidocaina , cloridrato 20mg/g geleia, bisnaga 30g, lidocaina, cloridrato 2% c/v - 20ml f/a, lidocaina cloridrato 20mg/ml ampola - 5ml, lidocaina, cloridrato 2% s/v - 20ml e lidocaina,cloridrato 100mg/;57.09;MEDIA;5;5;LIDOCAINA 10 % SPRAY 50ML (G)... (52%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)
46319000000150202615;MUNICIPIO DE GUARULHOS;Registro de preços para aquisição de atorvastatina cálcica, bezafibrato, divalproato de sódio e outros para atender a mandado judicial - DEMAIS ESPECIFICAÇÕES CONFORME EDITAL.;78.74;ALTA;18;13;ATORVASTATINA CALCICA 20MG C/3... (82%)|BISOPROLOL 1,25MG C/30CPR (G)... (52%)|CICLOBENZAPRINA 10MG C/30 CPR ... (72%)|DIVALPROATO SODIO 250MG C/30 C... (79%)|NIMESULIDA 100 MG CX/600 CPR (... (50%)
46319000000150202616;MUNICIPIO DE GUARULHOS;Registro de preços para aquisição de benfotiamina, duloxetina, dupilumabe e outros para atender a mandado judicial - DEMAIS ESPECIFICAÇÕES CONFORME EDITAL.;69.24;MEDIA;24;20;TIAMINA 100MG CX/100 AMP X 1ML... (71%)|DULOXETINA 60MG *(C1) C/30 CAP... (82%)|AMPICILINA 1G CX C/100  F/A CI... (52%)|NIMESULIDA 100 MG CX/600 CPR (... (50%)|NIMESULIDA 100 MG CX/600 CPR (... (50%)
46374500000194202512865;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Excipientes para Donepezila (Óxido de Ferro Amarelo, Amido Parcialmente Pré-Gelatinizado e Hidroxipropilcelulose).;0.0;INCOMPATIVEL;3;0;
179555350001192025413;MUNICIPIO DE TRES CORACOES;AQUISIÇÃO DE MATERIAL PERMANENTE, EQUIPAMENTOS E INSTRUMENTOS CLÍNICOS PARA AS UNIDADES BÁSICAS DE SAÚDE DA SECRETARIA MUNICIPAL DE SAÚDE (RESOLUÇÃO SES-MG 6.895, DE 13/11/2019 - BANCO 001, AGÊNCIA 00;51.47;MEDIA;10;1;XAROPE DE GUACO 100ML C/50FR... (51%)
1379601600010220265;MUNICIPIO DE TAPIRAMUTA;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL DE PENSO PARA ATENDER AS NECESSIDADES DO MUNICÍPIO DE TAPIRAMUTÁ/BAHIA.;54.26;MEDIA;495;102;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
